publishedAt,title,risk_score,entities,source,url,description
2025-10-31T05:03:18Z,Are You Planning To Subscribe To LensKart IPO? Here Are The Key Risks RHP Has Flagged,0,['Are The Key Risks RHP (ORG)'],Ndtvprofit.com,https://www.ndtvprofit.com/ipos/are-you-planning-to-subscribe-to-lenskart-ipo-here-are-the-key-risks-rhp-has-flagged,"LensKart Ltd.'s initial public offer opened for subscription on Friday and will conclude on Tuesday. A day before, its grey market premium plunged because of valuation concerns. The eyewear company's valuation is pegged at Rs 70,000 crore, which analysts foun…"
2025-10-31T05:00:53Z,AI And Web3 Drive Dubai’s Quest For 30 Unicorns By 2030,0,"['Dubai (GPE)', 'Unicorns (ORG)']",Forbes,https://www.forbes.com/sites/digital-assets/2025/10/31/ai-and-web3-drive-dubais-quest-for-30-unicorns-by-2030/,"AI is fueling Dubai’s 2030 vision to create 30 unicorns across sectors, positioning the city as a global hub for innovation, entrepreneurship, and smart growth."
2025-10-31T06:31:00Z,CNBC Daily Open: Ghosts of gains past for markets this Halloween,0,"['CNBC Daily Open (ORG)', 'Big Tech (GPE)']",CNBC,https://www.cnbc.com/2025/10/31/cnbc-daily-open-ghosts-of-gains-past-for-markets-this-halloween.html,"Investors were spooked by some Big Tech capex plans, with all three major indexes falling Thursday."
2025-10-31T07:13:05Z,Apple predicts return to growth as revenue dips in China,0,"['Apple (ORG)', 'China (GPE)', 'Amazon (ORG)']",The Irish Times,https://www.irishtimes.com/business/2025/10/31/apple-predicts-return-to-growth-as-revenue-dips-in-china/,"Meanwhile, Amazon forecast quarterly revenue largely above Wall Street estimates"
2025-10-31T07:00:37Z,SK Innovation Co Ltd (XKRX:096770) Q3 2025 Earnings Call Highlights: Strategic Moves and Market ...,0,['SK Innovation Co Ltd (ORG)'],Yahoo Entertainment,https://finance.yahoo.com/news/sk-innovation-co-ltd-xkrx-070037439.html,SK Innovation Co Ltd (XKRX:096770) expands its North American ESS footprint and navigates market headwinds amid financial restructuring.
2025-10-31T07:20:35Z,Tokyo Electron Gives Cautious Outlook in Warning on AI Optimism,0,"['Tokyo (GPE)', 'Applied Materials Inc. (ORG)', 'Tokyo Electron (ORG)']",Yahoo Entertainment,https://finance.yahoo.com/news/tokyo-electron-gives-cautious-outlook-072035517.html,"Operating income at Tokyo Electron, which competes against Applied Materials Inc., rose to ¥158.5 billion ($1 billion) in the September quarter, beating the ..."
2025-10-31T04:01:00Z,Inside the ‘grand bargain’ to reconcile ad tech’s warring middlemen,0,['TID (ORG)'],Digiday,http://digiday.com/media-buying/inside-the-grand-bargain-to-reconcile-ad-techs-warring-middlemen/,"Debate around transparency in ad auctions has rumbled on for months following Prebid's August TID update, here's how some hope to resolve it"
2025-10-31T04:01:00Z,The Great Resignation is over — unless you’re a retail CEO,0,[],Digiday,http://digiday.com/marketing/the-great-resignation-is-over-unless-youre-a-retail-ceo/,"More than 1,500 chief executives have left their posts so far this year through August, up 4% from last year."
2025-10-31T04:15:37Z,"Foxconn deepens AI collaboration with Nvidia, commits over US$1 billion to AI infrastructure",0,"['Nvidia (GPE)', 'Foxconn (GPE)', 'GTC (ORG)', 'Nvidia (ORG)', 'GPU Technology Conference (ORG)', 'AI (GPE)']",Digitimes,https://www.digitimes.com/news/a20251031PD202/foxconn-nvidia-ai-infrastructure-genai-gtc.html,"As the global wave of generative artificial intelligence (GenAI) surges, Nvidia CEO Jensen Huang has positioned the company's AI strategy as an industry benchmark, with the annual GPU Technology Conference (GTC) emerging as a critical platform for technology …"
2025-10-31T04:24:36Z,"China's Xi urges Asian nations to keep supply chains stable, work together during ‘turbulent’ times",0,"['China (GPE)', 'Xi (ORG)', 'Beijing (GPE)']",CNBC,https://www.cnbc.com/2025/10/31/chinas-xi-urges-asian-nations-to-keep-supply-chains-stable-work-together-during-turbulent-times.html,Chinese President Xi Jinping played up how Beijing is a proponent of stable supply chains and free trade in a speech Friday.
2025-10-31T03:49:06Z,Tesla Hiring In India: Vacancies Open For 34 Job Positions - Check Details,0,"['hire-r1.mokahr.com (ORG)', 'Tesla Hiring (ORG)', 'India (GPE)', 'Tesla (ORG)', 'AI (GPE)']",Ndtvprofit.com,https://www.ndtvprofit.com/auto/tesla-hiring-in-india-vacancies-open-for-34-job-positions-check-details,"Presently, Tesla has 34 active job openings listed on its official recruitment portal. This hiring spree, detailed at hire-r1.mokahr.com, cuts across eight different departments such as supply chain, AI and engineering, charging, sales and operations."
2025-10-31T04:00:51Z,"Orkla India IPO Day 3: Check GMP, strong subscription and analyst views. Should you subscribe",0,"['IPO (ORG)', 'Non-Institutional Investors (ORG)']",The Times of India,https://economictimes.indiatimes.com/markets/ipos/fpos/orkla-india-ipo-day-3-check-gmp-strong-subscription-and-analyst-views-should-you-subscribe/articleshow/124983098.cms,"Orkla India's Rs 1,667 crore IPO saw strong investor interest, subscribed 2.70 times by Day 2. Retail and Non-Institutional Investors showed robust participation, while QIBs were at 6%. The stock is trading at a 9.5% grey market premium, indicating a potentia…"
2025-10-31T03:57:55Z,Lenskart IPO asking 235 times more for every Rs 1 it earns. Is it too much for investors to pay?,0,['IPO (ORG)'],The Times of India,https://economictimes.indiatimes.com/markets/ipos/fpos/lenskart-ipo-asking-235-times-more-for-every-rs-1-it-earns-is-it-too-much-for-investors-to-pay/articleshow/124983011.cms,"Lenskart's IPO is here, seeking a high valuation. The eyewear giant shows impressive growth and profitability. Its strong market position and innovative model are key strengths. Investors are weighing the premium price against future potential. The company ai…"
2025-10-31T04:00:00Z,WSJ talks ‘easing’ housing prices as Trump continues to ship out illegals,0,"['Trump (ORG)', 'WSJ (ORG)', 'the Wall Street Journal (ORG)']",Americanthinker.com,https://www.americanthinker.com/blog/2025/10/wsj_talks_easing_housing_prices_as_trump_continues_to_ship_out_illegals.html,"After years of the media and other Democrats claiming that a massive influx of illegal migrants didn’t cause inflationary fallout, the Wall Street Journal, via Breitbart, finally admits that additional demand does indeed cause prices to ri..."
2025-10-31T02:40:51Z,"Lenskart IPO opens today: Check GMP, brokerages review, subscription and other details",0,"['Lenskart (ORG)', 'IPO (ORG)', 'India (GPE)']",The Times of India,https://economictimes.indiatimes.com/markets/ipos/fpos/lenskart-ipo-opens-today-check-gmp-brokerages-review-subscription-and-other-details/articleshow/124980731.cms,"Lenskart, India's leading eyewear retailer, launched its Rs 7,278 crore IPO today, aiming to expand its omnichannel presence. With strong financial turnaround and a growing market, the company is poised for significant growth. Analysts suggest a long-term inv…"
2025-10-31T02:30:12Z,Jim Cramer on Celestica: “My Only Worry is Maybe It’s Too Late to Buy”,0,"['Buy” Celestica Inc. (ORG)', 'NYSE (ORG)', 'Celestica (GPE)']",Yahoo Entertainment,https://finance.yahoo.com/news/jim-cramer-celestica-only-worry-023012254.html,"Celestica Inc. (NYSE:CLS) is one of the stocks Jim Cramer recently talked about. Cramer highlighted the stock’s strong performance during the year, as he..."
2025-10-31T02:30:04Z,Jim Cramer Highlights Why UPS Reported “Much Better Than Expected Earnings”,0,"['NYSE (ORG)', 'United Parcel Service, Inc. (ORG)']",Yahoo Entertainment,https://finance.yahoo.com/news/jim-cramer-highlights-why-ups-023004844.html,"United Parcel Service, Inc. (NYSE:UPS) is one of the stocks Jim Cramer recently talked about. Cramer discussed the impact of the company’s earnings, as he..."
2025-10-31T02:16:20Z,"Reliance, HDFC Bank, TCS, Tata Motors, Orchid Pharma, MTAR Tech, LTI Mindtree in focus today: Oct 31, 2025",0,"['TCS (ORG)', 'HDFC Bank (ORG)', 'Reliance (ORG)', 'MTAR Tech (ORG)', 'Tata Motors (ORG)', 'LTI Mindtree (ORG)']",BusinessLine,https://www.thehindubusinessline.com/markets/reliance-hdfc-bank-tcs-tata-motors-orchid-pharma-mtar-tech-lti-mindtree-in-focus-today-oct-31-2025/article70222668.ece,"Key updates on Reliance, HDFC Bank, TCS, and more, highlighting strategic partnerships, order wins, and company developments on October 31, 2025."
2025-10-31T02:10:17Z,"Lenskart IPO Live Updates: Lenskart IPO opens today: Check GMP, brokerage views, subscription status and other key details here",0,"['India (GPE)', 'IPO (ORG)', 'Lenskart IPO GMP Live Updates: Lenskart Solutions (ORG)']",Economictimes.com,https://m.economictimes.com/markets/stocks/live-blog/lenskart-ipo-gmp-grey-market-premium-subscription-status-price-band-share-price-listing-date-expert-review-stock-market-news/liveblog/124979802.cms,"Lenskart IPO GMP Live Updates: Lenskart Solutions, India’s largest eyewear retailer, will launch its ₹7,278 crore initial public offering (IPO) for public subscription today. The issue, which will remain open until November 4, is priced in the range of ₹382–₹…"
2025-10-31T03:28:17Z,APEC sees stronger 2025 growth at 3.1 percent but warns of rising debt,0,['APEC (ORG)'],Antaranews.com,https://en.antaranews.com/news/389117/apec-sees-stronger-2025-growth-at-31-percent-but-warns-of-rising-debt,"The economy in the APEC region is expected to strengthen with a growth rate of 3.1 percent in 2025, supported by resilient trade activity and robust demand ..."
2025-10-31T03:11:00Z,Taobao Instant Commerce to launch ‘Taobao Convenience Store’ chain,0,"['Alibaba (GPE)', 'LatePost (ORG)', 'Taobao Instant Commerce (ORG)']",TechNode,http://technode.com/2025/10/31/taobao-instant-commerce-to-launch-taobao-convenience-store-chain/,"Taobao Instant Commerce, Alibaba’s quick commerce unit, is set to launch a new retail brand called “Taobao Convenience Store” (our translation), LatePost reported. The stores will operate 24 hours a day and offer around 10,000 SKUs across categories such as g…"
2025-10-31T03:55:00Z,"Pixalate Releases Q3 2025 APAC Supply-Side Platform (SSP) Market Share Rankings for Mobile Apps & Web: Verve Leads in Singapore (41%) and India (37%) on Apple App Store, Google Ad Exchange No. 1 on Google Play Store (49%) in Japan",0,"['Singapore (GPE)', 'APAC Supply-Side Platform (SSP) Market Share Rankings (ORG)', 'India (GPE)', 'Mobile Apps & Web (ORG)', 'Japan Pixalate Releases (ORG)', 'Mobile Apps & Web: Verve Leads (ORG)', 'Google Ad Exchange No (ORG)']",GlobeNewswire,https://www.globenewswire.com/news-release/2025/10/31/3178073/0/en/Pixalate-Releases-Q3-2025-APAC-Supply-Side-Platform-SSP-Market-Share-Rankings-for-Mobile-Apps-Web-Verve-Leads-in-Singapore-41-and-India-37-on-Apple-App-Store-Google-Ad-Exchange-No-.html,Pixalate Releases Q3 2025 APAC Supply-Side Platform (SSP) Market Share Rankings for Mobile Apps & Web......
2025-10-31T01:28:28Z,APEC leaders to open summit after Trump and Xi agreed on steps to ease trade tensions,0,"['Pacific Rim (LOC)', 'APEC (ORG)']",The Times of India,https://economictimes.indiatimes.com/news/international/world-news/apec-leaders-to-open-summit-after-trump-and-xi-agreed-on-steps-to-ease-trade-tensions/articleshow/124978600.cms,"Asian and Pacific Rim leaders convene for the APEC summit, with the recent Trump-Xi trade war de-escalation taking center stage. While a trade truce was welcomed, the forum aims to address broader regional challenges like strategic competition and supply chai…"
2025-10-31T01:51:21Z,U.S. Names Samarium As Most Vulnerable Critical Mineral,0,['U.S. (GPE)'],Forbes,https://www.forbes.com/sites/noelfletcher/2025/10/30/us-names-samarium-as-most-vulnerable-critical-mineral/,A rare earth metal called samarium that is used in defense and cancer treatments has been named by the U.S. as the weakest link in the critical mineral supply chain.
2025-10-31T02:04:28Z,Compal to expand server manufacturing in Texas,0,"['Georgetown (GPE)', 'CUT (ORG)', 'Texas (GPE)', ""Texas Compal Electronics' (ORG)"", 'Compal (GPE)', 'Compal US Technology (ORG)']",Digitimes,https://www.digitimes.com/news/a20251031PD204/compal-subsidiary-texas-manufacturing-expansion.html,"Compal Electronics' wholly owned subsidiary, Compal US Technology (CUT), has secured board approval to lease new facilities in Taylor and Georgetown, Texas. The move aims to reinforce Compal's North American market presence and improve supply chain robustness…"
2025-10-31T00:53:17Z,Amazon’s US$125B AI supply chain: custom chips and terawatt ambitions,0,"['Amazon Web Services (ORG)', 'AI (GPE)', 'Amazon (ORG)']",Digitimes,https://www.digitimes.com/news/a20251031VL205/amazon-aws-infrastructure-growth-chips.html,"Amazon highlighted its growing investments in artificial intelligence (AI) and cloud infrastructure during its third-quarter 2025 earnings call, underscoring a significant acceleration in Amazon Web Services (AWS) growth. Executives emphasized AI as a strateg…"
2025-10-31T00:37:14Z,APEC leaders to open summit after Trump and Xi agreed on steps to ease trade tensions,0,"['South Korea (GPE)', 'APEC (ORG)', 'Pacific Rim (LOC)', 'AP (ORG)', 'GYEONGJU (ORG)']",Financial Post,https://financialpost.com/pmn/apec-leaders-to-open-summit-after-trump-and-xi-agreed-on-steps-to-ease-trade-tensions,"GYEONGJU, South Korea (AP) — Leaders of 21 Asian and Pacific Rim nations were set to open their annual summit Friday to discuss how to promote economic cooperation and tackle shared challenges, a day after President Donald Trump and Chinese President Xi Jinpi…"
2025-10-31T00:15:58Z,Stepan (SCL) Low Valuation and Forecasted 53% Earnings Growth Challenge Bearish Narratives,0,['SCL (ORG)'],Yahoo Entertainment,https://finance.yahoo.com/news/stepan-scl-low-valuation-forecasted-001558972.html,"Stepan (SCL) reported that its earnings have fallen at an average rate of 26.1% per year over the past five years, while its net profit margin currently sits..."
2025-10-31T00:01:06Z,Sellafield Ltd awards high hazard risk reduction framework contract,0,['Sellafield Ltd (ORG)'],Www.gov.uk,https://www.gov.uk/government/news/sellafield-ltd-awards-high-hazard-risk-reduction-framework-contract,Sellafield Ltd awards framework with a total value of £4.6 billion to support high hazard risk reduction.
2025-10-31T01:08:07Z,Feds arrest dozens of illegal aliens in sweeping New Jersey workplace raid,0,"['New Jersey (GPE)', 'DHS (ORG)']",Fox News,https://www.foxnews.com/us/feds-arrest-dozens-illegal-aliens-sweeping-new-jersey-workplace-raid,"Federal agents detained 46 undocumented workers at a New Jersey freight facility in major DHS immigration raid, marking 22% of the warehouse workforce."
2025-10-31T00:00:00Z,Supermajors Bet Big on Long-Term Oil Demand,0,[],OilPrice.com,https://oilprice.com/Energy/Crude-Oil/Supermajors-Bet-Big-on-Long-Term-Oil-Demand.html,"The world’s largest international oil firms are ramping up production even as crude prices have weakened this year and global supply growth continues to outpace the demand increase, setting the stage for a glut in the coming months.   The European majors are …"
2025-10-31T00:00:00Z,Clinical characteristics of pediatric epilepsy in Palestine: a cross-sectional study,0,['Palestine (GPE)'],Biomedcentral.com,https://bmcneurol.biomedcentral.com/articles/10.1186/s12883-025-04447-3,"Background Epilepsy, a prevalent neurological disorder in children, is characterized by recurrent unprovoked seizures and developmental challenges. Although pediatric epilepsy is well-studied globally, research in Palestine is limited, which affects targeted …"
2025-10-31T00:00:00Z,Integrating event information and multi dimensional relationships for improved financial time series forecasting,0,['Scientific Reports - Integrating (ORG)'],Nature.com,https://www.nature.com/articles/s41598-025-22926-y,Scientific Reports - Integrating event information and multi dimensional relationships for improved financial time series forecasting
2025-10-31T00:00:00Z,Supermajors Bet Big on Long-Term Oil Demand,0,[],Yahoo Entertainment,https://finance.yahoo.com/news/supermajors-bet-big-long-term-000000772.html,"Despite weaker crude prices and a looming supply glut, major oil companies are significantly increasing production, betting on long-term demand and investing..."
2025-10-30T23:38:32Z,"OpenAI unveils Aardvark, an autonomous GPT-5 agent built to hunt software vulnerabilities",0,"['OpenAI (GPE)', 'PBC (ORG)', 'OpenAI Group (ORG)', 'Aardvark (ORG)', 'AI (GPE)']",SiliconANGLE News,https://siliconangle.com/2025/10/30/openai-unveils-aardvark-autonomous-gpt-5-agent-built-hunt-software-vulnerabilities/,"OpenAI Group PBC today unveiled Aardvark, a new GPT-5-powered autonomous artificial intelligence agent designed to identify, verify and help fix software vulnerabilities in real time. Pitched by OpenAI as representing a “breakthrough in AI and security resear…"
2025-10-30T23:37:00Z,Bank of America revamps Nvidia stock price after meeting with CFO,0,"['CFO Nvidia (ORG)', 'Nvidia (GPE)', 'Bank of America (ORG)']",TheStreet,https://www.thestreet.com/investing/stocks/bank-of-america-revamps-nvidia-stock-price-after-meeting-with-cfo,"Nvidia riding on the artificial intelligence wave, made a historic accomplishment on October 29 as the first company to reach $5 trillion in market value..."
2025-10-30T23:30:00Z,AI Transforming the Machinery Industry Through Manufacturing Execution Systems (MES),0,"['Delray Beach (GPE)', 'MES (ORG)', 'Artificial Intelligence (AI (ORG)', 'GLOBE NEWSWIRE (ORG)', 'FL (GPE)', 'AI Transforming (ORG)', 'the Machinery Industry Through Manufacturing Execution Systems (ORG)']",GlobeNewswire,https://www.globenewswire.com/news-release/2025/10/30/3178044/0/en/AI-Transforming-the-Machinery-Industry-Through-Manufacturing-Execution-Systems-MES.html,"Delray Beach, FL, Oct. 30, 2025 (GLOBE NEWSWIRE) -- Artificial Intelligence (AI) has become a defining force in the machinery and manufacturing sectors, reshaping how production systems are managed, optimized, and scaled. Among all digital transformation tool…"
2025-10-30T23:28:05Z,Apple results: Holiday dunks and questions dodged,0,"['Apple (ORG)', 'Cupertino (GPE)']",sixcolors.com,https://sixcolors.com/post/2025/10/apple-results-holiday-dunks-and-questions-dodged/,"Tim Cook signals for victory!
On the day that Apple announces its quarterly fiscal results, as it did on Thursday, there’s a little ritual that happens down in Cupertino: Financial journalists get a pre-briefing about the results from Tim Cook, and they rush …"
